Disposition,OffenderStatus,Offender_Race,Offender_Gender,Offender_Age,PersonType,Victim_Race,Victim_Gender,Victim_Age,Victim_Fatal_Status,Report Type,Category
CLOSED,ARRESTED,BLACK,MALE,35.0,VICTIM,BLACK,MALE,0.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,39.0,VICTIM,WHITE,MALE,31.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,39.0,VICTIM,BLACK,FEMALE,30.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,20.0,VICTIM,BLACK,FEMALE,20.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,20.0,VICTIM,BLACK,FEMALE,20.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,20.0,VICTIM,BLACK,FEMALE,20.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,FEMALE,28.0,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,55.0,VICTIM,BLACK,FEMALE,45.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,45.0,VICTIM,WHITE,MALE,71.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,71.0,VICTIM,WHITE,MALE,45.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,41.0,VICTIM,BLACK,FEMALE,32.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,20.0,VICTIM,ASIAN,FEMALE,44.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,24.0,VICTIM,BLACK,MALE,37.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,33.0,VICTIM,BLACK,MALE,33.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,33.0,VICTIM,BLACK,MALE,33.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28.0,VICTIM,BLACK,FEMALE,23.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28.0,VICTIM,BLACK,FEMALE,23.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28.0,VICTIM,BLACK,FEMALE,23.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,28.0,VICTIM,BLACK,FEMALE,23.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,37.0,VICTIM,BLACK,FEMALE,48.0,Non-fatal,Incident Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,66.0,VICTIM,WHITE,MALE,64.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,23.0,VICTIM,BLACK,FEMALE,42.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29.0,VICTIM,BLACK,FEMALE,35.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39.0,VICTIM,BLACK,MALE,27.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,39.0,VICTIM,BLACK,MALE,27.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,FEMALE,26.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,47.0,VICTIM,BLACK,FEMALE,54.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,47.0,VICTIM,BLACK,FEMALE,54.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,39.0,VICTIM,WHITE,FEMALE,27.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,36.0,VICTIM,BLACK,MALE,46.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,36.0,VICTIM,BLACK,MALE,46.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,36.0,VICTIM,BLACK,MALE,46.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,16.0,VICTIM,BLACK,FEMALE,14.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,16.0,VICTIM,BLACK,FEMALE,14.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,14.0,VICTIM,BLACK,FEMALE,16.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,34.0,VICTIM,BLACK,FEMALE,30.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40.0,VICTIM,BLACK,MALE,34.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40.0,VICTIM,BLACK,MALE,34.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,FEMALE,26.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,FEMALE,26.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,30.0,VICTIM,BLACK,FEMALE,20.0,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,MALE,18.0,VICTIM,BLACK,FEMALE,24.0,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,MALE,18.0,VICTIM,BLACK,FEMALE,24.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,38.0,VICTIM,BLACK,FEMALE,34.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,38.0,VICTIM,BLACK,FEMALE,34.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24.0,VICTIM,BLACK,MALE,24.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24.0,VICTIM,BLACK,FEMALE,33.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,37.0,VICTIM,WHITE,MALE,65.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29.0,VICTIM,BLACK,FEMALE,27.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,60.0,VICTIM,BLACK,MALE,68.0,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,WHITE,MALE,38.0,VICTIM,WHITE,MALE,51.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,45.0,VICTIM,BLACK,MALE,68.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,45.0,VICTIM,BLACK,MALE,60.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,34.0,VICTIM,BLACK,MALE,39.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,22.0,VICTIM,WHITE,MALE,32.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,41.0,VICTIM,BLACK,FEMALE,54.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,52.0,VICTIM,WHITE,FEMALE,40.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,34.0,VICTIM,WHITE,FEMALE,31.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,34.0,VICTIM,WHITE,MALE,10.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,37.0,VICTIM,BLACK,FEMALE,38.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,55.0,VICTIM,BLACK,FEMALE,36.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,60.0,VICTIM,BLACK,FEMALE,59.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36.0,VICTIM,BLACK,FEMALE,35.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27.0,VICTIM,BLACK,FEMALE,41.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,60.0,VICTIM,BLACK,FEMALE,61.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,60.0,VICTIM,BLACK,MALE,51.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40.0,VICTIM,WHITE,FEMALE,26.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,36.0,VICTIM,BLACK,MALE,84.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,36.0,VICTIM,BLACK,MALE,84.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,36.0,VICTIM,BLACK,MALE,24.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,36.0,VICTIM,BLACK,MALE,24.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,36.0,VICTIM,BLACK,MALE,24.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,36.0,VICTIM,WHITE,MALE,67.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,23.0,VICTIM,BLACK,FEMALE,21.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,23.0,VICTIM,BLACK,FEMALE,21.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,23.0,VICTIM,BLACK,FEMALE,21.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,18.0,VICTIM,BLACK,MALE,17.0,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,52.0,VICTIM,BLACK,MALE,57.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,UNKNOWN,MALE,42.0,VICTIM,WHITE,MALE,36.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,45.0,VICTIM,BLACK,FEMALE,44.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,45.0,VICTIM,BLACK,FEMALE,44.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40.0,VICTIM,WHITE,FEMALE,38.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,51.0,VICTIM,BLACK,FEMALE,47.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,FEMALE,34.0,VICTIM,WHITE,MALE,47.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,22.0,VICTIM,BLACK,MALE,35.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,22.0,VICTIM,BLACK,MALE,35.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,41.0,VICTIM,WHITE,MALE,43.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,75.0,VICTIM,WHITE,MALE,78.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,BLACK,MALE,27.0,VICTIM,UNKNOWN,FEMALE,22.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,23.0,VICTIM,BLACK,MALE,34.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,29.0,VICTIM,WHITE,FEMALE,34.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,32.0,VICTIM,BLACK,MALE,50.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,26.0,VICTIM,BLACK,FEMALE,26.0,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,34.0,VICTIM,BLACK,FEMALE,35.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,46.0,VICTIM,BLACK,MALE,70.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,25.0,VICTIM,BLACK,FEMALE,28.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,22.0,VICTIM,BLACK,FEMALE,23.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,22.0,VICTIM,BLACK,MALE,3.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47.0,VICTIM,BLACK,FEMALE,72.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,32.0,VICTIM,WHITE,FEMALE,38.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,32.0,VICTIM,WHITE,FEMALE,38.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,32.0,VICTIM,WHITE,FEMALE,38.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,33.0,VICTIM,BLACK,MALE,35.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,33.0,VICTIM,BLACK,MALE,35.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,33.0,VICTIM,BLACK,MALE,35.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,46.0,VICTIM,BLACK,FEMALE,42.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25.0,VICTIM,BLACK,FEMALE,28.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,18.0,VICTIM,BLACK,MALE,26.0,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,MALE,32.0,VICTIM,BLACK,MALE,36.0,Non-fatal,Incident Report,Miscellaneous
OPEN,ARRESTED,BLACK,MALE,32.0,VICTIM,BLACK,MALE,36.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,49.0,VICTIM,BLACK,FEMALE,75.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,37.0,VICTIM,WHITE,FEMALE,36.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,47.0,VICTIM,WHITE,MALE,46.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,47.0,VICTIM,WHITE,MALE,46.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,43.0,VICTIM,BLACK,MALE,42.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,43.0,VICTIM,BLACK,MALE,42.0,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,32.0,VICTIM,BLACK,MALE,73.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,32.0,VICTIM,BLACK,MALE,73.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,32.0,VICTIM,BLACK,MALE,73.0,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,ASIAN,MALE,51.0,VICTIM,ASIAN,MALE,43.0,Non-fatal,Incident Report,Miscellaneous
OPEN,ARRESTED,ASIAN,MALE,43.0,VICTIM,ASIAN,MALE,51.0,Non-fatal,Incident Report,Miscellaneous
OPEN,ARRESTED,ASIAN,FEMALE,55.0,VICTIM,ASIAN,MALE,51.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,15.0,VICTIM,WHITE,FEMALE,15.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,17.0,VICTIM,WHITE,FEMALE,15.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,36.0,VICTIM,BLACK,MALE,46.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,40.0,VICTIM,WHITE,FEMALE,31.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,43.0,VICTIM,WHITE,FEMALE,45.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,34.0,VICTIM,WHITE,FEMALE,26.0,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,WHITE,FEMALE,52.0,VICTIM,WHITE,MALE,18.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,27.0,VICTIM,BLACK,MALE,32.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,50.0,VICTIM,WHITE,FEMALE,42.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,WHITE,MALE,45.0,VICTIM,WHITE,FEMALE,44.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,31.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,31.0,VICTIM,BLACK,MALE,63.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,49.0,VICTIM,BLACK,MALE,38.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40.0,VICTIM,ASIAN,FEMALE,45.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,40.0,VICTIM,ASIAN,FEMALE,45.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,39.0,VICTIM,WHITE,MALE,26.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,55.0,VICTIM,BLACK,FEMALE,34.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,41.0,VICTIM,BLACK,FEMALE,38.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,41.0,VICTIM,BLACK,FEMALE,38.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,23.0,VICTIM,BLACK,FEMALE,22.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,30.0,VICTIM,BLACK,MALE,29.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,FEMALE,30.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,FEMALE,30.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,FEMALE,30.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,FEMALE,30.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,FEMALE,30.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,31.0,VICTIM,BLACK,FEMALE,30.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,19.0,VICTIM,UNKNOWN,MALE,30.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,26.0,VICTIM,UNKNOWN,MALE,30.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,20.0,VICTIM,UNKNOWN,MALE,30.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,34.0,VICTIM,BLACK,FEMALE,33.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,34.0,VICTIM,BLACK,FEMALE,33.0,Non-fatal,Supplemental Report,Violence
OPEN,ARRESTED,BLACK,MALE,41.0,VICTIM,BLACK,FEMALE,31.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,41.0,VICTIM,BLACK,FEMALE,31.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,28.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,27.0,VICTIM,BLACK,FEMALE,26.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,Supplemental Report,Vandalism
CLOSED,ARRESTED,BLACK,MALE,28.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,28.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,41.0,VICTIM,ASIAN,MALE,62.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25.0,VICTIM,WHITE,MALE,20.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,37.0,VICTIM,AMER. IND.,MALE,17.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,35.0,VICTIM,BLACK,MALE,38.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,43.0,VICTIM,BLACK,FEMALE,66.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,43.0,VICTIM,BLACK,MALE,39.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,17.0,VICTIM,UNKNOWN,MALE,20.0,Non-fatal,Incident Report,Theft
CLOSED,ARRESTED,WHITE,MALE,39.0,VICTIM,WHITE,FEMALE,34.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,39.0,VICTIM,WHITE,FEMALE,34.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,28.0,VICTIM,BLACK,FEMALE,31.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,28.0,VICTIM,BLACK,MALE,45.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,28.0,VICTIM,BLACK,FEMALE,42.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,16.0,VICTIM,WHITE,FEMALE,25.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,16.0,VICTIM,WHITE,FEMALE,25.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,38.0,VICTIM,BLACK,FEMALE,38.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,38.0,VICTIM,BLACK,FEMALE,38.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,16.0,VICTIM,WHITE,MALE,33.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,16.0,VICTIM,WHITE,MALE,33.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,43.0,VICTIM,BLACK,FEMALE,58.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,38.0,VICTIM,BLACK,MALE,57.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,57.0,VICTIM,BLACK,FEMALE,38.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,61.0,VICTIM,BLACK,FEMALE,65.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,35.0,VICTIM,ASIAN,MALE,48.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,56.0,VICTIM,BLACK,MALE,50.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,56.0,VICTIM,BLACK,MALE,50.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,23.0,VICTIM,BLACK,FEMALE,32.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,25.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,25.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,FEMALE,29.0,VICTIM,BLACK,MALE,25.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33.0,VICTIM,BLACK,FEMALE,25.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33.0,VICTIM,BLACK,FEMALE,25.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,33.0,VICTIM,BLACK,MALE,1.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,24.0,VICTIM,BLACK,FEMALE,33.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,24.0,VICTIM,BLACK,FEMALE,33.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,WHITE,MALE,40.0,VICTIM,WHITE,FEMALE,33.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,40.0,VICTIM,WHITE,FEMALE,33.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29.0,VICTIM,BLACK,FEMALE,35.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,WHITE,MALE,17.0,VICTIM,WHITE,MALE,17.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,18.0,VICTIM,WHITE,MALE,17.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,WHITE,MALE,18.0,VICTIM,WHITE,MALE,17.0,Non-fatal,Supplemental Report,Violence
CLOSED,ARRESTED,BLACK,MALE,29.0,VICTIM,BLACK,FEMALE,29.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,32.0,VICTIM,BLACK,MALE,52.0,Non-fatal,Supplemental Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,22.0,VICTIM,WHITE,MALE,80.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,22.0,VICTIM,WHITE,MALE,80.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,FEMALE,42.0,VICTIM,BLACK,MALE,35.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,FEMALE,42.0,VICTIM,BLACK,MALE,35.0,Non-fatal,Incident Report,Miscellaneous
CLOSED,ARRESTED,BLACK,MALE,23.0,VICTIM,BLACK,FEMALE,35.0,Non-fatal,Incident Report,Violence
CLOSED,ARRESTED,BLACK,MALE,23.0,VICTIM,BLACK,FEMALE,24.0,Non-fatal,Incident Report,Violence
OPEN,ARRESTED,BLACK,MALE,18.0,VICTIM,BLACK,MALE,41.0,Non-fatal,Supplemental Report,Theft
CLOSED,ARRESTED,BLACK,MALE,34.0,VICTIM,BLACK,FEMALE,55.0,Non-fatal,Incident Report,Violence
